"API NUMBER","WELL NAME","WELL NUMBER",OPERATOR,STATE,COUNTY,"INJECTION DATE","INJECTED FLUID","INJECTED VOLUME","INJECTED VOLUME UNITS","TOP OF INJECTION INTERVAL, FEET","BOTTOM OF INJECTION INTERVAL, FEET","INJECTION UNIT NAME"
"=""35037022740000""","Spsu (lashley 1)",10-1,"Rover Operating Llc",OK,Creek,2011-09-01,Water,0,BBL,2816,2891,"Spsu (lashley 1)"
"=""35037029080000""","Spsu (elle 6)",45-6,"Rover Operating Llc",OK,Creek,2011-10-01,Water,1115,BBL,2845,2880,"Spsu (elle 6)"
"=""35037029080000""","Spsu (elle 6)",45-6,"Rover Operating Llc",OK,Creek,2011-06-01,Water,0,BBL,2845,2880,"Spsu (elle 6)"
"=""35037029080000""","Spsu (elle 6)",45-6,"Rover Operating Llc",OK,Creek,2011-03-01,Water,0,BBL,2845,2880,"Spsu (elle 6)"
"=""35037029080000""","Spsu (elle 6)",45-6,"Rover Operating Llc",OK,Creek,2011-02-01,Water,1,BBL,2845,2880,"Spsu (elle 6)"
"=""35037029110000""","Spsu (mullens 2)",44-2,"Rover Operating Llc",OK,Creek,2011-06-01,Water,0,BBL,2855,2944,"Spsu (mullens 2)"
"=""35037029110000""","Spsu (mullens 2)",44-2,"Rover Operating Llc",OK,Creek,2011-02-01,Water,0,BBL,2855,2944,"Spsu (mullens 2)"
"=""35037029130000""","Spsu (arrington #1)",43-1,"Rover Operating Llc",OK,Creek,2011-07-01,Water,6482,BBL,2884,2958,"Spsu (arrington #1)"
"=""35037029130000""","Spsu (arrington #1)",43-1,"Rover Operating Llc",OK,Creek,2011-04-01,Water,5246,BBL,2884,2958,"Spsu (arrington #1)"
"=""35037029150000""","Spsu (chapley 6)",41-6,"Rover Operating Llc",OK,Creek,2011-05-01,Water,6031,BBL,2843,0,"Spsu (chapley 6)"
"=""35037029160000""","Spsu (chapley 1)",41-1,"Rover Operating Llc",OK,Creek,2011-10-01,Water,1307,BBL,2828,0,"Spsu (chapley 1)"
"=""35037029160000""","Spsu (chapley 1)",41-1,"Rover Operating Llc",OK,Creek,2011-08-01,Water,2446,BBL,2828,0,"Spsu (chapley 1)"
"=""35037029180000""","Spsu (chapley 2)",41-2,"Rover Operating Llc",OK,Creek,2011-10-01,Water,7187,BBL,2863,0,"Spsu (chapley 2)"
"=""35037029310000""",Smith,1,"Owens James W",OK,Creek,2011-05-01,Water,800,BBL,3951,3996,Smith
"=""35037029310000""",Smith,1,"Owens James W",OK,Creek,2011-02-01,Water,1200,BBL,3951,3996,Smith
"=""35037029310000""",Smith,1,"Owens James W",OK,Creek,2011-01-01,Water,1000,BBL,3951,3996,Smith
"=""35037028480000""","Spsu (rosier 2)",42-2,"Rover Operating Llc",OK,Creek,2011-07-01,Water,0,BBL,2945,2999,"Spsu (rosier 2)"
"=""35037028480000""","Spsu (rosier 2)",42-2,"Rover Operating Llc",OK,Creek,2011-06-01,Water,0,BBL,2945,2999,"Spsu (rosier 2)"
"=""35037028480000""","Spsu (rosier 2)",42-2,"Rover Operating Llc",OK,Creek,2011-04-01,Water,0,BBL,2945,2999,"Spsu (rosier 2)"
"=""35037028590000""","Spsu (al Grimm3)",3-3,"Rover Operating Llc",OK,Creek,2011-09-01,Water,0,BBL,2870,2900,"Spsu (al Grimm3)"
"=""35037028590000""","Spsu (al Grimm3)",3-3,"Rover Operating Llc",OK,Creek,2011-07-01,Water,0,BBL,2870,2900,"Spsu (al Grimm3)"
"=""35037028590000""","Spsu (al Grimm3)",3-3,"Rover Operating Llc",OK,Creek,2011-01-01,Water,0,BBL,2870,2900,"Spsu (al Grimm3)"
"=""35037028330000""",Spsu,18-2,"Rover Operating Llc",OK,Creek,2011-04-01,Water,8322,BBL,2841,2911,Spsu
"=""35037028330000""",Spsu,18-2,"Rover Operating Llc",OK,Creek,2011-03-01,Water,8365,BBL,2841,2911,Spsu
"=""35037028330000""",Spsu,18-2,"Rover Operating Llc",OK,Creek,2011-01-01,Water,6976,BBL,2841,2911,Spsu
"=""35037028020000""","Spsu (tom Walker #1)",46-1,"Rover Operating Llc",OK,Creek,2011-11-01,Water,0,BBL,2825,2900,"Spsu (tom Walker #1)"
"=""35037028020000""","Spsu (tom Walker #1)",46-1,"Rover Operating Llc",OK,Creek,2011-05-01,Water,0,BBL,2825,2900,"Spsu (tom Walker #1)"
"=""35037030110000""","Spsu (maley-leslie #2)",40-2,"Vanguard Operating Llc",OK,Creek,2011-12-01,Water,0,BBL,2860,2891,"Spsu (maley-leslie #2)"
"=""35037030110000""","Spsu (maley-leslie #2)",40-2,"Vanguard Operating Llc",OK,Creek,2011-04-01,Water,0,BBL,2860,2891,"Spsu (maley-leslie #2)"
"=""35037030150000""","Spsu (adam Wiley Heirs #2)",38-2,"Rover Operating Llc",OK,Creek,2011-11-01,Water,5802,BBL,2814,0,"Spsu (adam Wiley Heirs #2)"
"=""35037030150000""","Spsu (adam Wiley Heirs #2)",38-2,"Rover Operating Llc",OK,Creek,2011-04-01,Water,5742,BBL,2814,0,"Spsu (adam Wiley Heirs #2)"
"=""35037030170000""","Spsu (adam Wiley Heirs #4)",38-4,"Rover Operating Llc",OK,Creek,2011-09-01,Water,7613,BBL,2853,0,"Spsu (adam Wiley Heirs #4)"
"=""35037030170000""","Spsu (adam Wiley Heirs #4)",38-4,"Rover Operating Llc",OK,Creek,2011-05-01,Water,5427,BBL,2853,0,"Spsu (adam Wiley Heirs #4)"
"=""35037030180000""","Spsu (estate Land Co Et Al #1)",36-1,"Rover Operating Llc",OK,Creek,2011-12-01,Water,9504,BBL,2902,0,"Spsu (estate Land Co Et Al #1)"
"=""35037030190000""","Spsu (est Land Co 1)",35-1,"Rover Operating Llc",OK,Creek,2011-10-01,Water,10,BBL,2884,2964,"Spsu (est Land Co 1)"
"=""35037030190000""","Spsu (est Land Co 1)",35-1,"Rover Operating Llc",OK,Creek,2011-09-01,Water,0,BBL,2884,2964,"Spsu (est Land Co 1)"
"=""35037030190000""","Spsu (est Land Co 1)",35-1,"Rover Operating Llc",OK,Creek,2011-02-01,Water,19,BBL,2884,2964,"Spsu (est Land Co 1)"
"=""35037030210000""","Spsu (estate Land Co #3)",35-3,"Rover Operating Llc",OK,Creek,2011-08-01,Water,9032,BBL,2898,0,"Spsu (estate Land Co #3)"
"=""35037030090000""","Spsu (foushee 2)",37-2,"Rover Operating Llc",OK,Creek,2011-12-01,Water,2006,BBL,2885,0,"Spsu (foushee 2)"
"=""35037030090000""","Spsu (foushee 2)",37-2,"Rover Operating Llc",OK,Creek,2011-10-01,Water,1733,BBL,2885,0,"Spsu (foushee 2)"
"=""35037030090000""","Spsu (foushee 2)",37-2,"Rover Operating Llc",OK,Creek,2011-05-01,Water,4810,BBL,2885,0,"Spsu (foushee 2)"
"=""35037032890000""","Hayden (fee 1)",1,"Wells Allen W",OK,Creek,2011-09-01,Water,3329,BBL,2058,2079,"Hayden (fee 1)"
"=""35037032890000""","Hayden (fee 1)",1,"Wells Allen W",OK,Creek,2011-01-01,Water,2928,BBL,2058,2079,"Hayden (fee 1)"
"=""35037031640000""",Walker,1,"International Energy Corporation",OK,Creek,2011-12-01,Water,0,BBL,1253,1257,Walker
"=""35037031640000""",Walker,1,"International Energy Corporation",OK,Creek,2011-10-01,Water,0,BBL,1253,1257,Walker
"=""35037031640000""",Walker,1,"International Energy Corporation",OK,Creek,2011-09-01,Water,0,BBL,1253,1257,Walker
"=""35037031640000""",Walker,1,"International Energy Corporation",OK,Creek,2011-03-01,Water,0,BBL,1253,1257,Walker
"=""35037034900000""",Charley,1,"Ventura Energy Services Llc",OK,Creek,2011-12-01,Water,1200,BBL,3902,3907,Charley
"=""35037034900000""",Charley,1,"Ventura Energy Services Llc",OK,Creek,2011-04-01,Water,1200,BBL,3907,3935,Charley
"=""35037034900000""",Charley,1,"Ventura Energy Services Llc",OK,Creek,2011-03-01,Water,1200,BBL,3907,3935,Charley
"=""35037034690000""",Owens-koch,2,"Ventura Energy Services Llc",OK,Creek,2011-12-01,Water,1800,BBL,3925,3953,Owens-koch
"=""35037034690000""",Owens-koch,2,"Ventura Energy Services Llc",OK,Creek,2011-10-01,Water,1800,BBL,3925,3953,Owens-koch
"=""35037034690000""",Owens-koch,2,"Ventura Energy Services Llc",OK,Creek,2011-05-01,Water,1800,BBL,3925,3953,Owens-koch
"=""35037034690000""",Owens-koch,2,"Ventura Energy Services Llc",OK,Creek,2011-04-01,Water,1800,BBL,3925,3953,Owens-koch
"=""35037037060000""","John Bishop",1,"Otc/occ Not Assigned",OK,Creek,2011-05-01,Water,700,BBL,2587,2696,"John Bishop"
"=""35037037130000""","Ellen Charles",W-9,"Mid-con Energy Operating Llc",OK,Creek,2011-06-01,Water,3840,BBL,3802,3825,"Ellen Charles"
"=""35037037130000""","Ellen Charles",W-9,"Mid-con Energy Operating Llc",OK,Creek,2011-01-01,Water,3619,BBL,3802,3825,"Ellen Charles"
"=""35037034280000""","Sam Richards -b.b. Jones",22,"Berexco Llc",OK,Creek,2011-08-01,Water,31527,BBL,2630,2734,"Sam Richards -b.b. Jones"
"=""35037034280000""","Sam Richards -b.b. Jones",22,"Berexco Llc",OK,Creek,2011-04-01,Water,13000,BBL,2630,2734,"Sam Richards -b.b. Jones"
"=""35037036030000""","Otton Unit (exempt)",2-2w,"Earnhardt William R Company",OK,Creek,2011-09-01,Water,4560,BBL,2506,2539,"Otton Unit (exempt)"
"=""35037036030000""","Otton Unit (exempt)",2-2w,"Earnhardt William R Company",OK,Creek,2011-01-01,Water,4560,BBL,2506,2539,"Otton Unit (exempt)"
"=""35037036640000""","Espsu  (a.v. Jones #7)",W-11,"Palm Operating Llc",OK,Creek,2011-09-01,Water,1500,BBL,2834,2870,"Espsu  (a.v. Jones #7)"
"=""35037036640000""","Espsu  (a.v. Jones #7)",W-11,"Palm Operating Llc",OK,Creek,2011-08-01,Water,1500,BBL,2834,2870,"Espsu  (a.v. Jones #7)"
"=""35037043240000""","H. H. Darks",B-2,"Citation Oil & Gas Corporation",OK,Creek,2011-11-01,Water,0,BBL,2414,2440,"H. H. Darks"
"=""35037043240000""","H. H. Darks",B-2,"Citation Oil & Gas Corporation",OK,Creek,2011-02-01,Water,0,BBL,2414,2440,"H. H. Darks"
"=""35037043320000""",Bryden,C9,"Citation Oil & Gas Corporation",OK,Creek,2011-07-01,Water,0,BBL,2453,2482,Bryden
"=""35037043320000""",Bryden,C9,"Citation Oil & Gas Corporation",OK,Creek,2011-05-01,Water,0,BBL,2453,2482,Bryden
"=""35037043320000""",Bryden,C9,"Citation Oil & Gas Corporation",OK,Creek,2011-03-01,Water,0,BBL,2453,2482,Bryden
"=""35037043350000""","Depew Storage Wiw",1,"Oneok Gas Storage Llc",OK,Creek,2011-10-01,Water,29419,BBL,3275,3317,"Depew Storage Wiw"
"=""35037043350000""","Depew Storage Wiw",1,"Oneok Gas Storage Llc",OK,Creek,2011-02-01,Water,0,BBL,3275,3317,"Depew Storage Wiw"
"=""35037043010000""",Bryden,C-4,"Citation Oil & Gas Corporation",OK,Creek,2011-12-01,Water,0,BBL,2460,2485,Bryden
"=""35037043010000""",Bryden,C-4,"Citation Oil & Gas Corporation",OK,Creek,2011-09-01,Water,0,BBL,2460,2485,Bryden
"=""35037043010000""",Bryden,C-4,"Citation Oil & Gas Corporation",OK,Creek,2011-07-01,Water,0,BBL,2460,2485,Bryden
"=""35037043010000""",Bryden,C-4,"Citation Oil & Gas Corporation",OK,Creek,2011-03-01,Water,0,BBL,2460,2485,Bryden
"=""35037043050000""",Bryden,B-4,"Citation Oil & Gas Corporation",OK,Creek,2011-11-01,Water,0,BBL,2456,2479,Bryden
"=""35037043050000""",Bryden,B-4,"Citation Oil & Gas Corporation",OK,Creek,2011-10-01,Water,0,BBL,2456,2479,Bryden
"=""35037043050000""",Bryden,B-4,"Citation Oil & Gas Corporation",OK,Creek,2011-08-01,Water,0,BBL,2456,2479,Bryden
"=""35037041280000""","Jackson Lewis",3,"Mid-con Energy Operating Llc",OK,Creek,2011-09-01,Water,364,BBL,2810,3155,"Jackson Lewis"
"=""35037041280000""","Jackson Lewis",3,"Mid-con Energy Operating Llc",OK,Creek,2011-07-01,Water,950,BBL,2810,3155,"Jackson Lewis"
"=""35037041280000""","Jackson Lewis",3,"Mid-con Energy Operating Llc",OK,Creek,2011-04-01,Water,2406,BBL,2810,3155,"Jackson Lewis"
"=""35037041280000""","Jackson Lewis",3,"Mid-con Energy Operating Llc",OK,Creek,2011-03-01,Water,2791,BBL,2810,3155,"Jackson Lewis"
"=""35037041280000""","Jackson Lewis",3,"Mid-con Energy Operating Llc",OK,Creek,2011-01-01,Water,6200,BBL,2810,3155,"Jackson Lewis"
"=""35037039820000""",Wayman,14,"Nbi Services Inc",OK,Creek,2011-11-01,Water,28430,BBL,2822,2840,Wayman
"=""35037039820000""",Wayman,14,"Nbi Services Inc",OK,Creek,2011-07-01,Water,26350,BBL,2822,2840,Wayman
"=""35037039820000""",Wayman,14,"Nbi Services Inc",OK,Creek,2011-04-01,Water,25500,BBL,2822,2840,Wayman
"=""35037039820000""",Wayman,14,"Nbi Services Inc",OK,Creek,2011-01-01,Water,26350,BBL,2822,2840,Wayman
"=""35037040590000""","Vassar, Amanda    ""a""",4,"Nu-hope Oil Company",OK,Creek,2011-12-01,Water,2015,BBL,3787,3838,"Vassar, Amanda    ""a"""
"=""35037040590000""","Vassar, Amanda    ""a""",4,"Nu-hope Oil Company",OK,Creek,2011-09-01,Water,1950,BBL,3787,3838,"Vassar, Amanda    ""a"""
"=""35037040590000""","Vassar, Amanda    ""a""",4,"Nu-hope Oil Company",OK,Creek,2011-08-01,Water,2015,BBL,3787,3838,"Vassar, Amanda    ""a"""
"=""35037040590000""","Vassar, Amanda    ""a""",4,"Nu-hope Oil Company",OK,Creek,2011-04-01,Water,1950,BBL,3787,3838,"Vassar, Amanda    ""a"""
"=""35037068280000""","Irene Roberts",2,"Krumme Oil Company Llp",OK,Creek,2011-08-01,Water,4321,BBL,2642,2742,"Irene Roberts"
"=""35037068280000""","Irene Roberts",2,"Krumme Oil Company Llp",OK,Creek,2011-05-01,Water,4689,BBL,2642,2742,"Irene Roberts"
"=""35037068280000""","Irene Roberts",2,"Krumme Oil Company Llp",OK,Creek,2011-04-01,Water,4046,BBL,2642,2742,"Irene Roberts"
"=""35037069670000""","A E Coop",3,"Grayhorse Operating Inc",OK,Creek,2011-05-01,Water,1150,BBL,2952,2982,"A E Coop"
"=""35037053340000""",Abraham,1,"Krumme Oil Company Llp",OK,Creek,2011-07-01,Water,2961,BBL,2772,2865,Abraham
"=""35037053340000""",Abraham,1,"Krumme Oil Company Llp",OK,Creek,2011-06-01,Water,2842,BBL,2772,2865,Abraham
"=""35037055900000""","B. Derrisaw",6,"Brichacek Jerry Lee",OK,Creek,2011-12-01,Water,2900,BBL,2335,2366,"B. Derrisaw"
"=""35037055900000""","B. Derrisaw",6,"Brichacek Jerry Lee",OK,Creek,2011-01-01,Water,2900,BBL,2335,2366,"B. Derrisaw"
"=""35037004170000""","Spsu (doan 2)",47-2,"Rover Operating Llc",OK,Creek,2011-06-01,Water,0,BBL,2790,2801,"Spsu (doan 2)"
"=""35037004170000""","Spsu (doan 2)",47-2,"Rover Operating Llc",OK,Creek,2011-05-01,Water,0,BBL,2790,2801,"Spsu (doan 2)"
"=""35037004170000""","Spsu (doan 2)",47-2,"Rover Operating Llc",OK,Creek,2011-04-01,Water,0,BBL,2790,2801,"Spsu (doan 2)"
"=""35101204430000""",Coburn,2,"Wn Operating Inc",OK,Creek,2011-01-01,Water,7750,BBL,1482,1630,Coburn
"=""35037086480000""","L. Brown - 40 Acres",W-2,"Linn Operating Llc",OK,Creek,2011-08-01,Water,68568,BBL,2612,2722,"L. Brown - 40 Acres"
"=""35037086480000""","L. Brown - 40 Acres",W-2,"Linn Operating Llc",OK,Creek,2011-07-01,Water,94668,BBL,2612,2722,"L. Brown - 40 Acres"
"=""35037086480000""","L. Brown - 40 Acres",W-2,"Linn Operating Llc",OK,Creek,2011-02-01,Water,74423,BBL,2612,2722,"L. Brown - 40 Acres"
"=""35037086580000""","Linda Yarhola",24,"Mid-con Energy Operating Llc",OK,Creek,2011-12-01,Water,470,BBL,2648,2688,"Linda Yarhola"
"=""35037086580000""","Linda Yarhola",24,"Mid-con Energy Operating Llc",OK,Creek,2011-07-01,Water,520,BBL,2648,2688,"Linda Yarhola"
"=""35037086580000""","Linda Yarhola",24,"Mid-con Energy Operating Llc",OK,Creek,2011-04-01,Water,440,BBL,2648,2688,"Linda Yarhola"
"=""35037086580000""","Linda Yarhola",24,"Mid-con Energy Operating Llc",OK,Creek,2011-01-01,Water,400,BBL,2648,2688,"Linda Yarhola"
"=""35037086830000""","M. Wiley",16,"Berexco Llc",OK,Creek,2011-11-01,Water,98640,BBL,2374,2384,"M. Wiley"
"=""35037086830000""","M. Wiley",16,"Berexco Llc",OK,Creek,2011-07-01,Water,105400,BBL,2374,2384,"M. Wiley"
"=""35037086830000""","M. Wiley",16,"Berexco Llc",OK,Creek,2011-05-01,Water,97712,BBL,2374,2384,"M. Wiley"
"=""35037087240000""","Sarah Deere",5,"International Energy Company Llc",OK,Creek,2011-12-01,Water,16579,BBL,2313,2352,"Sarah Deere"
"=""35037087240000""","Sarah Deere",5,"International Energy Company Llc",OK,Creek,2011-10-01,Water,16665,BBL,2313,2352,"Sarah Deere"
"=""35037087240000""","Sarah Deere",5,"International Energy Company Llc",OK,Creek,2011-09-01,Water,16689,BBL,2313,2352,"Sarah Deere"
"=""35037087240000""","Sarah Deere",5,"International Energy Company Llc",OK,Creek,2011-05-01,Water,16112,BBL,2313,2352,"Sarah Deere"
"=""35037087240000""","Sarah Deere",5,"International Energy Company Llc",OK,Creek,2011-03-01,Water,16610,BBL,2313,2352,"Sarah Deere"
"=""35037087740000""","E. Richards",18w,"Koby Oil Company Llc",OK,Creek,2011-10-01,Water,41307,BBL,2540,2635,"E. Richards"
"=""35037087740000""","E. Richards",18w,"Koby Oil Company Llc",OK,Creek,2011-02-01,Water,38980,BBL,2540,2635,"E. Richards"
"=""35037091090000""",Toney,1,"International Energy Company Llc",OK,Creek,2011-10-01,Water,1439,BBL,2650,0,Toney
"=""35037091090000""",Toney,1,"International Energy Company Llc",OK,Creek,2011-08-01,Water,1429,BBL,2650,0,Toney
"=""35037091090000""",Toney,1,"International Energy Company Llc",OK,Creek,2011-02-01,Water,1329,BBL,2650,0,Toney
"=""35037091210000""",Parks,1,"International Energy Company Llc",OK,Creek,2011-11-01,Water,1513,BBL,1585,1596,Parks
"=""35037091210000""",Parks,1,"International Energy Company Llc",OK,Creek,2011-09-01,Water,1498,BBL,1585,1596,Parks
"=""35037091210000""",Parks,1,"International Energy Company Llc",OK,Creek,2011-07-01,Water,1571,BBL,1585,1596,Parks
"=""35037091210000""",Parks,1,"International Energy Company Llc",OK,Creek,2011-04-01,Water,1481,BBL,1585,1596,Parks
"=""35037091210000""",Parks,1,"International Energy Company Llc",OK,Creek,2011-03-01,Water,1594,BBL,1585,1596,Parks
"=""35037091450000""","L. Brown",120-w3,"Linn Operating Llc",OK,Creek,2011-12-01,Water,19422,BBL,2654,2766,"L. Brown"
"=""35037091450000""","L. Brown",120-w3,"Linn Operating Llc",OK,Creek,2011-10-01,Water,18777,BBL,2654,2766,"L. Brown"
"=""35037091450000""","L. Brown",120-w3,"Linn Operating Llc",OK,Creek,2011-09-01,Water,14985,BBL,2654,2766,"L. Brown"
"=""35037091450000""","L. Brown",120-w3,"Linn Operating Llc",OK,Creek,2011-07-01,Water,19498,BBL,2654,2766,"L. Brown"
"=""35037091450000""","L. Brown",120-w3,"Linn Operating Llc",OK,Creek,2011-06-01,Water,17535,BBL,2654,2766,"L. Brown"
"=""35037091450000""","L. Brown",120-w3,"Linn Operating Llc",OK,Creek,2011-01-01,Water,16222,BBL,2654,2766,"L. Brown"
"=""35037089930000""","Russell Thompson",1,"Berexco Llc",OK,Creek,2011-10-01,Water,14601,BBL,2581,2740,"Russell Thompson"
"=""35037089930000""","Russell Thompson",1,"Berexco Llc",OK,Creek,2011-08-01,Water,13640,BBL,2581,2740,"Russell Thompson"
"=""35037090390000""","Stewart Fee",34,"Mid-con Energy Operating Llc",OK,Creek,2011-09-01,Water,1100,BBL,2836,2848,"Stewart Fee"
"=""35037090390000""","Stewart Fee",34,"Mid-con Energy Operating Llc",OK,Creek,2011-05-01,Water,975,BBL,2836,2848,"Stewart Fee"
"=""35037088030000""","Ullie Eagle",11,"Nbi Services Inc",OK,Creek,2011-01-01,Water,0,BBL,2329,2368,"Ullie Eagle"
"=""35037092030000""","Jemima Richard #1",W-33,"Petco Petroleum Corp",OK,Creek,2011-12-01,Water,98810,BBL,2489,2596,"Jemima Richard #1"
"=""35037092030000""","Jemima Richard #1",W-33,"Petco Petroleum Corp",OK,Creek,2011-10-01,Water,98810,BBL,2489,2596,"Jemima Richard #1"
"=""35037094810000""","B.b. Jones",23,"Mid-con Energy Operating Llc",OK,Creek,2011-12-01,Water,460,BBL,2541,2589,"B.b. Jones"
"=""35037094810000""","B.b. Jones",23,"Mid-con Energy Operating Llc",OK,Creek,2011-11-01,Water,490,BBL,2541,2589,"B.b. Jones"
"=""35037094810000""","B.b. Jones",23,"Mid-con Energy Operating Llc",OK,Creek,2011-06-01,Water,560,BBL,2541,2589,"B.b. Jones"
"=""35037094810000""","B.b. Jones",23,"Mid-con Energy Operating Llc",OK,Creek,2011-04-01,Water,400,BBL,2541,2589,"B.b. Jones"
"=""35037094810000""","B.b. Jones",23,"Mid-con Energy Operating Llc",OK,Creek,2011-01-01,Water,440,BBL,2541,2589,"B.b. Jones"
"=""35037094840000""","Jennetta Richard",W-30,"Mid-con Energy Operating Llc",OK,Creek,2011-05-01,Water,0,BBL,2444,2542,"Jennetta Richard"
"=""35037094870000""","Jennetta Richard",19,"Petco Petroleum Corp",OK,Creek,2011-11-01,Water,88210,BBL,2480,2566,"Jennetta Richard"
"=""35037094870000""","Jennetta Richard",19,"Petco Petroleum Corp",OK,Creek,2011-04-01,Water,88210,BBL,2480,2566,"Jennetta Richard"
"=""35037092570000""","Thomas Long",12,"Berexco Llc",OK,Creek,2011-11-01,Water,106290,BBL,2416,2510,"Thomas Long"
"=""35037092570000""","Thomas Long",12,"Berexco Llc",OK,Creek,2011-07-01,Water,101060,BBL,2416,2510,"Thomas Long"
"=""35037092570000""","Thomas Long",12,"Berexco Llc",OK,Creek,2011-05-01,Water,103540,BBL,2416,2510,"Thomas Long"
"=""35037092570000""","Thomas Long",12,"Berexco Llc",OK,Creek,2011-04-01,Water,90300,BBL,2416,2510,"Thomas Long"
"=""35037092570000""","Thomas Long",12,"Berexco Llc",OK,Creek,2011-01-01,Water,96813,BBL,2416,2510,"Thomas Long"
"=""35037093500000""","Frank Ingalls",3,"Vike Oil Inc",OK,Creek,2011-06-01,Water,1666,BBL,2507,2517,"Frank Ingalls"
"=""35037093500000""","Frank Ingalls",3,"Vike Oil Inc",OK,Creek,2011-05-01,Water,1666,BBL,2507,2517,"Frank Ingalls"
"=""35037093500000""","Frank Ingalls",3,"Vike Oil Inc",OK,Creek,2011-01-01,Water,1666,BBL,2507,2517,"Frank Ingalls"
"=""35037092620000""","Q.v. Jackson",12-a,"Jones Raymond H Family Trust",OK,Creek,2011-08-01,Water,12229,BBL,2613,2677,"Q.v. Jackson"
"=""35037092620000""","Q.v. Jackson",12-a,"Jones Raymond H Family Trust",OK,Creek,2011-04-01,Water,12229,BBL,2613,2677,"Q.v. Jackson"
"=""35037092790000""","Estate Land",4,"Baugh Allan L",OK,Creek,2011-09-01,Water,1217,BBL,3175,3290,"Estate Land"
"=""35037164530000""",Powell,15,"Berexco Llc",OK,Creek,2011-12-01,Water,130293,BBL,2694,30094,Powell
"=""35037164530000""",Powell,15,"Berexco Llc",OK,Creek,2011-07-01,Water,125550,BBL,2694,30094,Powell
"=""35037159660000""",Doty,4,"Hightower Energy Llc",OK,Creek,2011-09-01,Water,600,BBL,2874,2904,Doty
"=""35037159660000""",Doty,4,"Hightower Energy Llc",OK,Creek,2011-02-01,Water,600,BBL,2874,2904,Doty
"=""35037163420000""",Badger,2-a,"Dexxon Inc",OK,Creek,2011-02-01,Water,121,BBL,2700,0,Badger
"=""35037163280000""","Reynolds, A. E.",31-swd,"Dexxon Inc",OK,Creek,2011-12-01,Water,20917,BBL,2916,3579,"Reynolds, A. E."
"=""35037163280000""","Reynolds, A. E.",31-swd,"Dexxon Inc",OK,Creek,2011-10-01,Water,17618,BBL,2916,3579,"Reynolds, A. E."
"=""35037163280000""","Reynolds, A. E.",31-swd,"Dexxon Inc",OK,Creek,2011-07-01,Water,18124,BBL,2916,3579,"Reynolds, A. E."
"=""35037163280000""","Reynolds, A. E.",31-swd,"Dexxon Inc",OK,Creek,2011-04-01,Water,13119,BBL,2916,3579,"Reynolds, A. E."
"=""35037099900000""","S Long",2,"Berexco Llc",OK,Creek,2011-02-01,Water,73192,BBL,2987,3500,"S Long"
"=""35037098380000""",Morgan,2,"Galaxy Corporation (the)",OK,Creek,2011-08-01,Water,240,BBL,2149,2175,Morgan
"=""35037098380000""",Morgan,2,"Galaxy Corporation (the)",OK,Creek,2011-01-01,Water,240,BBL,2149,2175,Morgan
"=""35037103290000""","S. Keys",W-15,"Nbi Services Inc",OK,Creek,2011-11-01,Water,41780,BBL,2380,2414,"S. Keys"
"=""35037103290000""","S. Keys",W-15,"Nbi Services Inc",OK,Creek,2011-06-01,Water,38661,BBL,2380,2414,"S. Keys"
"=""35037103290000""","S. Keys",W-15,"Nbi Services Inc",OK,Creek,2011-01-01,Water,29857,BBL,2380,2414,"S. Keys"
"=""35037101540000""",Crabtree,8,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-12-01,Water,2325,BBL,1227,1240,Crabtree
"=""35037101540000""",Crabtree,8,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-06-01,Water,2250,BBL,1227,1240,Crabtree
"=""35037104200000""",Williams,9,"Whitehead Production Co Inc",OK,Creek,2011-06-01,Water,72,BBL,1298,1318,Williams
"=""35037098150000""",Jemima,"2 Wiw","Berexco Llc",OK,Creek,2011-12-01,Water,0,BBL,2495,2608,Jemima
"=""35037098150000""",Jemima,"2 Wiw","Berexco Llc",OK,Creek,2011-07-01,Water,0,BBL,2495,2608,Jemima
"=""35037098150000""",Jemima,"2 Wiw","Berexco Llc",OK,Creek,2011-06-01,Water,0,BBL,2495,2608,Jemima
"=""35037099140000""",Bishop,A1,"United Energy & Exploration Llc",OK,Creek,2011-10-01,Water,0,BBL,2347,2387,Bishop
"=""35037099140000""",Bishop,A1,"United Energy & Exploration Llc",OK,Creek,2011-07-01,Water,0,BBL,2347,2387,Bishop
"=""35037164760000""","Louisa Scott",4,"International Energy Company Llc",OK,Creek,2011-06-01,Water,0,BBL,2541,2551,"Louisa Scott"
"=""35037164760000""","Louisa Scott",4,"International Energy Company Llc",OK,Creek,2011-02-01,Water,0,BBL,2541,2551,"Louisa Scott"
"=""35037164840000""","Scott, Louisa",5,"Short Oil Company",OK,Creek,2011-11-01,Water,19397,BBL,2581,3047,"Scott, Louisa"
"=""35037164840000""","Scott, Louisa",5,"Short Oil Company",OK,Creek,2011-03-01,Water,20044,BBL,2581,3047,"Scott, Louisa"
"=""35037167930000""","Wiley Mose",1-b,"Mid-con Energy Operating Llc",OK,Creek,2011-12-01,Water,0,BBL,2680,2750,"Wiley Mose"
"=""35037167930000""","Wiley Mose",1-b,"Mid-con Energy Operating Llc",OK,Creek,2011-11-01,Water,0,BBL,2680,2750,"Wiley Mose"
