"API NUMBER","WELL NAME","WELL NUMBER",OPERATOR,STATE,COUNTY,"INJECTION DATE","INJECTED FLUID","INJECTED VOLUME","INJECTED VOLUME UNITS","TOP OF INJECTION INTERVAL, FEET","BOTTOM OF INJECTION INTERVAL, FEET","INJECTION UNIT NAME"
"=""35037243700000""","Browns Creek",4,"Dunlap Drilling & Prod Inc",OK,Creek,2014-09-01,Water,1977,BBL,2031,2651,"Browns Creek"
"=""35037243700000""","Browns Creek",4,"Dunlap Drilling & Prod Inc",OK,Creek,2014-08-01,Water,1977,BBL,2031,2651,"Browns Creek"
"=""35037243700000""","Browns Creek",4,"Dunlap Drilling & Prod Inc",OK,Creek,2014-07-01,Water,3954,BBL,2031,2651,"Browns Creek"
"=""35037244810000""",Cottonwood,2,"Circle 9 Resources Llc",OK,Creek,2014-08-01,Water,6832,BBL,2564,2580,Cottonwood
"=""35037244810000""",Cottonwood,2,"Circle 9 Resources Llc",OK,Creek,2014-07-01,Water,6832,BBL,2564,2580,Cottonwood
"=""35037244810000""",Cottonwood,2,"Circle 9 Resources Llc",OK,Creek,2014-06-01,Water,6832,BBL,2564,2580,Cottonwood
"=""35037244810000""",Cottonwood,2,"Circle 9 Resources Llc",OK,Creek,2014-01-01,Water,6832,BBL,2564,2580,Cottonwood
"=""35037248190000""",Neasby,29-2,"D & M Production Co Inc",OK,Creek,2014-09-01,Water,2600,BBL,2142,2197,Neasby
"=""35037248190000""",Neasby,29-2,"D & M Production Co Inc",OK,Creek,2014-08-01,Water,2385,BBL,2142,2197,Neasby
"=""35037261850000""",Polar,2,"Spess Oil Company Inc",OK,Creek,2014-09-01,Water,0,BBL,2926,2938,Polar
"=""35037261850000""",Polar,2,"Spess Oil Company Inc",OK,Creek,2014-02-01,Water,0,BBL,2926,2938,Polar
"=""35037258130000""",Holt,3,"Krumme Oil Company Llp",OK,Creek,2014-10-01,Water,3255,BBL,2330,2346,Holt
"=""35037258130000""",Holt,3,"Krumme Oil Company Llp",OK,Creek,2014-08-01,Water,3255,BBL,2330,2346,Holt
"=""35037258130000""",Holt,3,"Krumme Oil Company Llp",OK,Creek,2014-04-01,Water,3150,BBL,2330,2346,Holt
"=""35037258260000""","Creek County",1,"Holloway David A",OK,Creek,2014-12-01,Water,0,BBL,1901,1924,"Creek County"
"=""35037258260000""","Creek County",1,"Holloway David A",OK,Creek,2014-10-01,Water,0,BBL,1901,1924,"Creek County"
"=""35037258260000""","Creek County",1,"Holloway David A",OK,Creek,2014-08-01,Water,0,BBL,1901,1924,"Creek County"
"=""35037258260000""","Creek County",1,"Holloway David A",OK,Creek,2014-03-01,Water,0,BBL,1901,1924,"Creek County"
"=""35037258260000""","Creek County",1,"Holloway David A",OK,Creek,2014-01-01,Water,0,BBL,1901,1924,"Creek County"
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2014-07-01,Water,50322,BBL,4048,4189,Curtis
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2014-06-01,Water,48400,BBL,4048,4189,Curtis
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2014-01-01,Water,49705,BBL,4048,4189,Curtis
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2014-11-01,Water,0,BBL,1926,1938,Corbin
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2014-06-01,Water,0,BBL,1926,1938,Corbin
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2014-05-01,Water,0,BBL,1926,1938,Corbin
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2014-02-01,Water,0,BBL,1926,1938,Corbin
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2014-11-01,Water,0,BBL,1916,1954,Greemore
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2014-07-01,Water,0,BBL,1916,1954,Greemore
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2014-06-01,Water,0,BBL,1916,1954,Greemore
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2014-05-01,Water,0,BBL,1916,1954,Greemore
"=""35037259640000""",Rollestone,2,"Cardinal Oil Llc",OK,Creek,2014-11-01,Water,0,BBL,2568,2582,Rollestone
"=""35037259640000""",Rollestone,2,"Cardinal Oil Llc",OK,Creek,2014-09-01,Water,0,BBL,2568,2582,Rollestone
"=""35037259640000""",Rollestone,2,"Cardinal Oil Llc",OK,Creek,2014-03-01,Water,0,BBL,2568,2582,Rollestone
"=""35037259640000""",Rollestone,2,"Cardinal Oil Llc",OK,Creek,2014-01-01,Water,0,BBL,2568,2582,Rollestone
"=""35037256910000""",Grace,9,"Holloway David A",OK,Creek,2014-06-01,Water,0,BBL,1904,1924,Grace
"=""35037256910000""",Grace,9,"Holloway David A",OK,Creek,2014-05-01,Water,0,BBL,1904,1924,Grace
"=""35037256910000""",Grace,9,"Holloway David A",OK,Creek,2014-03-01,Water,0,BBL,1904,1924,Grace
"=""35037256910000""",Grace,9,"Holloway David A",OK,Creek,2014-01-01,Water,0,BBL,1904,1924,Grace
"=""35037257120000""",Wolf,1,"Williford Energy Company",OK,Creek,2014-09-01,Water,0,BBL,2570,2563,Wolf
"=""35037259800000""","Day South",1,"Nbi Services Inc",OK,Creek,2014-11-01,Water,0,BBL,3166,3174,"Day South"
"=""35037259800000""","Day South",1,"Nbi Services Inc",OK,Creek,2014-06-01,Water,0,BBL,3166,3174,"Day South"
"=""35037259800000""","Day South",1,"Nbi Services Inc",OK,Creek,2014-03-01,Water,0,BBL,3166,3174,"Day South"
"=""35037219200000""",Bruce,4a,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2014-08-01,Water,18600,BBL,2450,2550,Bruce
"=""35037219400000""","R.s. Litchfield",79,"Mid-con Energy Operating Llc",OK,Creek,2014-10-01,Water,0,BBL,2375,2384,"R.s. Litchfield"
"=""35037219440000""","R.s. Litchfield",83,"Mid-con Energy Operating Llc",OK,Creek,2014-08-01,Water,0,BBL,2654,2674,"R.s. Litchfield"
"=""35037219440000""","R.s. Litchfield",83,"Mid-con Energy Operating Llc",OK,Creek,2014-07-01,Water,0,BBL,2654,2674,"R.s. Litchfield"
"=""35037217080000""","Shelton Ponder Dutcher Sand Un",2711,"Holloway David A",OK,Creek,2014-05-01,Water,11000,BBL,2520,2550,"Shelton Ponder Dutcher Sand Un"
"=""35037220310000""","E. Wilson",1,"Mid-con Energy Operating Llc",OK,Creek,2014-09-01,Water,31950,BBL,2497,3207,"E. Wilson"
"=""35037220310000""","E. Wilson",1,"Mid-con Energy Operating Llc",OK,Creek,2014-05-01,Water,33015,BBL,2497,3207,"E. Wilson"
"=""35037220310000""","E. Wilson",1,"Mid-con Energy Operating Llc",OK,Creek,2014-04-01,Water,33030,BBL,2497,3207,"E. Wilson"
"=""35037221410000""",Paullus,2-a,"Trojan Resources Llc",OK,Creek,2014-12-01,Water,23000,BBL,2064,2084,Paullus
"=""35037221410000""",Paullus,2-a,"Trojan Resources Llc",OK,Creek,2014-10-01,Water,24000,BBL,2064,2084,Paullus
"=""35037221410000""",Paullus,2-a,"Trojan Resources Llc",OK,Creek,2014-08-01,Water,23000,BBL,2064,2084,Paullus
"=""35037221410000""",Paullus,2-a,"Trojan Resources Llc",OK,Creek,2014-06-01,Water,23000,BBL,2064,2084,Paullus
"=""35037221550000""",Bruner,W-2,"Petco Petroleum Corp",OK,Creek,2014-11-01,Water,22968,BBL,1555,1649,Bruner
"=""35037221550000""",Bruner,W-2,"Petco Petroleum Corp",OK,Creek,2014-07-01,Water,36324,BBL,1555,1649,Bruner
"=""35037221550000""",Bruner,W-2,"Petco Petroleum Corp",OK,Creek,2014-06-01,Water,36309,BBL,1555,1649,Bruner
"=""35037221560000""","Mosquito Creek Dutcher Sand Ut",W-61,"Berexco Llc",OK,Creek,2014-12-01,Water,9300,BBL,3106,3127,"Mosquito Creek Dutcher Sand Ut"
"=""35037221560000""","Mosquito Creek Dutcher Sand Ut",W-61,"Berexco Llc",OK,Creek,2014-10-01,Water,9920,BBL,3106,3127,"Mosquito Creek Dutcher Sand Ut"
"=""35037221560000""","Mosquito Creek Dutcher Sand Ut",W-61,"Berexco Llc",OK,Creek,2014-08-01,Water,9889,BBL,3106,3127,"Mosquito Creek Dutcher Sand Ut"
"=""35037221560000""","Mosquito Creek Dutcher Sand Ut",W-61,"Berexco Llc",OK,Creek,2014-07-01,Water,10354,BBL,3106,3127,"Mosquito Creek Dutcher Sand Ut"
"=""35037221560000""","Mosquito Creek Dutcher Sand Ut",W-61,"Berexco Llc",OK,Creek,2014-06-01,Water,15290,BBL,3106,3127,"Mosquito Creek Dutcher Sand Ut"
"=""35037221630000""",Bruner,W-4,"Petco Petroleum Corp",OK,Creek,2014-08-01,Water,14112,BBL,1579,0,Bruner
"=""35037221630000""",Bruner,W-4,"Petco Petroleum Corp",OK,Creek,2014-05-01,Water,13350,BBL,1579,0,Bruner
"=""35037221630000""",Bruner,W-4,"Petco Petroleum Corp",OK,Creek,2014-02-01,Water,14109,BBL,1579,0,Bruner
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2014-08-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2014-07-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2014-06-01,Water,0,BBL,2556,2568,"Cogee West"
